,분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(X좌표),경도(Y좌표),유무료,문화포털상세URL
152,축제-기타,종로구,[돈의문박물관마을] 돈의Moon나이트 10월,2023-10-14~2023-10-28,돈의문박물관마을 곳곳,돈의문박물관마을,시민 누구나,무료,,"돈의문박물관마을에서 한밤 중 취향을 발견하는 특별한 경험! 공연, 전시, 체험, 투어까지 각양각색 밤마실",,https://dmvillage.info/289,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=48764808d49a44acbe6548fe237cd1f5&thumb=Y,2023-09-23,기관,00:00.0,00:00.0,기타,37.56882395,126.9685231,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143472&menuNo=200010
172,전시/미술,강남구,GWTF: Go with the Flow,2023-10-13~2023-11-12,서울특별시 강남구 언주로172길 25 캔버스엔빌딩 1층 캔버스N 갤러리,기타,누구나,무료,"김연홍, 안리오","두 작가의 공통 주제인 ‘흐름’에 집중하여 ‘흐름을 타다’라는 뜻으로 전시를 기획하였다.  각 전시실은 빛, 물, 나무로 나뉘어 흘러가는 것들, 혹은 흘러서 발생한 작가의 결과물들을 조명한다.",,http://www.canvasn.net/bbs/board.php?bo_table=exhibition&wr_id=21,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7b9a768947a24bb39adce132188e3c92&thumb=Y,2023-10-05,시민,00:00.0,00:00.0,문화가 있는 날,37.52758204,127.0360356,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143594&menuNo=200009
173,전시/미술,영등포구,[언폴드엑스 기획자캠프] Separium : Monotypic Humans,2023-10-13~2023-11-05,"문래예술공장 2F, 3F (서울시 영등포구 경인로88길 5-4)",서울문화재단,누구나,,,,,https://www.sfac.or.kr/artspace/artspace/mullae_notice.do?cbIdx=979&bcIdx=134782&type=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=62c740f65dfc468a9da0f9e1f4c7a51d&thumb=Y,2023-10-13,기관,00:00.0,00:00.0,기타,37.51322307,126.9001378,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143692&menuNo=200009
174,축제-기타,성동구,2023 한강페스티벌 가을 [Hangang River Festival-Fall],2023-10-13~2023-10-22,한강공원 일대,한강사업본부,누구나,무료(일부 프로그램 유료),,,,https://festival.seoul.go.kr/hangang,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=874012b8e1a540abb28a3604db5c45c7&thumb=Y,2023-09-11,기관,00:00.0,00:00.0,기타,37.53895578,127.0416692,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143236&menuNo=200010
175,교육/체험,노원구,[서울시립과학관] 모빌리티와 생태학: 올 여름이 가장 시원한 여름이 될 거라고?!,2023-10-13~2023-10-20,서울시립과학관 3D스페이스 (2층 B전시실),서울시립과학관,과학과 인문학을 사랑하는 누구나(성인),,,,,https://science.seoul.go.kr/program/lecture/info?menuId=46&progMstId=667,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=41d49d158de5476a93da48abfd8be103&thumb=Y,2023-09-27,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.64199411,127.0774371,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143528&menuNo=200011
176,전시/미술,동대문구,[동대문문화재단] 문화모아 이어달리기 : 전시 동호회 작품발표회,2023-10-13~2023-10-19,동대문구청 아트갤러리,동대문문화재단,누구나,무료,,,,https://www.ddmac.or.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f9e48b144a7649cd8f5887d0cdcfbe1e&thumb=Y,2023-10-04,기관,00:00.0,00:00.0,기타,37.57439172,127.0398966,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143564&menuNo=200009
194,전시/미술,중구,[대한민국?교황청 수교 60주년 특별기획전] 모든 이를 위하여,2023-10-12~2023-12-24,서소문성지 역사박물관 B2 기획전시실,기타,누구나 ,,,,,https://seosomun.org/exhibit/view.do?pNo=93,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=03a465592889490f806ff6603616f9ca&thumb=Y,2023-10-11,기관,00:00.0,00:00.0,기타,37.56056785,126.9688672,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143642&menuNo=200009
195,교육/체험,송파구,[몽촌역사관] 후후! 우리 음악 속으로 (온라인),2023-10-12~2023-11-02,몽촌역사관,몽촌역사관,초등학교 3~5학년 동반가족,무료,,,,https://baekjemuseum.seoul.go.kr/dreamvillage/board/notice/index.jsp?mpid=SDM0401000000&mmode=list,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ee158a8f841b4918b45680a62ee37c54&thumb=Y,2023-10-01,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.5238852,127.1243709,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143538&menuNo=200011
196,축제-문화/예술,도봉구,[도봉문화재단] 2023 마을문화예술프로젝트,2023-10-12~2023-10-21,"백운시장, 도깨비시장, 신창시장, 창동골목시장, 평화문화진지",도봉문화재단,누구나,무료,,,,https://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=851&searchkey=NAME&search_gb=&gubun=03&search_gb2=&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0800c1d4803d4d98b19ed89636358bd6&thumb=Y,2023-10-01,기관,00:00.0,00:00.0,기타,37.69078014,127.0468126,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143551&menuNo=200010
202,교육/체험,마포구,"[마포구립서강도서관 10-11월/영유아강좌] 말놀이 잘잘잘, 꿈꾸는 아이",2023-10-11~2023-11-11,서강도서관 3층 어린이자료실 내 꼬마방,마포구청,유아,없음,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=7487,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=646a0d36e058435e8d89d1cb17043bf6&thumb=Y,2023-09-11,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143267&menuNo=200011
203,교육/체험,양천구,[서서울예술교육센터] 2023 1일 체험형 가족 프로그램 내일은 예술놀이,2023-10-11~2023-10-27,서서울예술교육센터,서울문화재단,초등학생 포함 가족,,,,,https://www.sfac.or.kr/participation/sfac_program.do?mode=VIEW&eduScheSeq=&eduMstSeq=33143&progTypeCd=&mvnIdx=&step=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6349054697d64b5f847c3525cc3eaabb&thumb=Y,2023-09-21,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.52821978,126.8321453,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143437&menuNo=200011
213,교육/체험,송파구,제25기 박물관대학 [백제의 철기 문화와 한반도 전쟁사],2023-10-10~2023-11-28,한성백제박물관 한성백제홀,한성백제박물관,관심있는 누구나,,,,,https://baekjemuseum.seoul.go.kr/board/index.jsp?boardid=SBM0501000000&mmode=content&mpid=SBM0501000000&skin=notice&pid=21633&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8af5d935846543e488778cd2ebcca150&thumb=Y,2023-09-15,기관,00:00.0,00:00.0,,37.515505,127.121175,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143353&menuNo=200011
214,교육/체험,종로구,[서울공예박물관] 속속들이 백자,2023-10-10~2023-11-28,"서울공예박물관 전시3동 1층 교육실, 전시1동 전시실",서울공예박물관,초등학교 4~6학년,,,,,https://craftmuseum.seoul.go.kr/progrm/view/210,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7c50424c9e4f499d86d00dbebd25694b&thumb=Y,2023-10-04,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.57664817,126.9835334,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143570&menuNo=200011
215,전시/미술,강남구,[슈페리어갤러리] 바라보다 展,2023-10-10~2023-11-09,슈페리어갤러리,기타,누구나,,,,,https://blog.naver.com/gallery3366,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0455894b854b4cd080f60e0f529e1e83&thumb=Y,2023-10-10,시민,00:00.0,00:00.0,기타,37.50809527,127.062,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143632&menuNo=200009
216,교육/체험,종로구,[서울무형문화재 교육전시장] 한옥에서 배우는 전통매듭,2023-10-10~2023-10-31,가회동공공한옥 (서울시 종로구 북촌로 11나길 1-6),서울무형문화재기능보존회, 중장년층(40~60대),,,,,http://www.seoulmaster.co.kr/bbs/board.php?bo_table=bbs1&wr_id=143,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=40d4a27c28f94d29ab4d04719fa1aeed&thumb=Y,2023-09-14,기관,00:00.0,00:00.0,,37.58195025,126.9835293,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143334&menuNo=200011
217,콘서트,중구,[시민청] 2023 서울시청 시민청 [활력콘서트] 10월 공연,2023-10-10~2023-10-31,서울시청 시민청 지하1층 활짝라운지,시민청,누구나,무료,,,,https://www.seoulcitizenshall.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9c3ce1e75fc14256bd15726e487e3408&thumb=Y,2023-09-25,기관,00:00.0,00:00.0,기타,37.566635,126.978675,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143490&menuNo=200008
218,교육/체험,광진구,"[서울문화재단] 제3의 공간 공공공간 창작, 상상과 현실의 경계로의 초대",2023-10-10~2023-10-27,서울거리예술창작센터,서울문화재단,"공공 공간을 무대로 하거나 대상으로 하는 경력 2년 이상의 창작자, 기획자 및 거리예술을 탐구하고자하는 모든 예술인",,,,,https://www.sfac.or.kr/participation/sfac_program.do?eduGubunSel=&pageIndex=&eduMstSeq=33118&eduScheSeq=&mode=VIEW&mstStatus=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9644d252463d48e0ac2c1f1d495e3a9d&thumb=Y,2023-09-19,기관,00:00.0,00:00.0,,37.55570218,127.1126804,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143393&menuNo=200011
219,전시/미술,은평구,[구립증산정보도서관] 책 따라 걷는 도서관 10월 원화전시 - 가을 운동회,2023-10-10~2023-10-24,3층 어린이열람실 및 로비,은평구청,어린이열람실 이용자 누구나,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1803&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=90a3ac32b6554f3d933d4d09eade9367&thumb=Y,2023-10-05,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143598&menuNo=200009
220,전시/미술,용산구,[서울시청] 오래가게 특별전시 금박연가(金箔宴嘉) : 영광을 입히다展,2023-10-10~2023-10-22,용산공예관 4층 전시실,서울시청,누구나,무료,,,,https://crafts.yongsan.go.kr/%ea%b8%88%eb%b0%95%ec%97%b0%ea%b0%80-%ec%98%81%ea%b4%91%ec%9d%84-%ec%9e%85%ed%9e%88%eb%8b%a4-%e5%b1%95/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8c14c8f9f6774ddaa7e4338cff0dfe98&thumb=Y,2023-10-01,기관,00:00.0,00:00.0,기타,37.53902726,127.0020755,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143552&menuNo=200009
221,국악,종로구,대한민국국악관현악축제,2023-10-10~2023-10-21,세종M씨어터,세종문화회관,취학아동이상,전석 무료(추후 예약방법 공지),,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34280&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1b331fe68a82475497c7e9e88b9311f0&thumb=Y,2023-08-24,기관,00:00.0,00:00.0,,37.5726241,126.9760053,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142901&menuNo=200008
233,전시/미술,중구,[2023 남산골아트랩] 이상한옥(理想韓屋) 네 번째 전시 낯선 合,2023-10-09~2023-11-05,남산골한옥마을 이승업 가옥,남산골한옥마을,제한없음,,,,,https://www.hanokmaeul.or.kr/ko/h/exh/2023-%eb%82%a8%ec%82%b0%ea%b3%a8%ec%95%84%ed%8a%b8%eb%9e%a9-%ec%9d%b4%ec%83%81%ed%95%9c%ec%98%a5%e7%90%86%e6%83%b3%e9%9f%93%e5%b1%8b-%eb%84%a4-%eb%b2%88%ec%a7%b8-%ec%a0%84%ec%8b%9c-%eb%82%af,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=041a3adcd2984c5b876b17d91134f388&thumb=Y,2023-10-06,기관,00:00.0,00:00.0,기타,37.5591447,126.9936826,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143611&menuNo=200009
240,교육/체험,구로구,[서울아트책보고] 매주다른 북바인딩 배워보기,2023-10-08~2023-10-29,서울아트책보고 해보고 워크숍룸,서울아트책보고,북바인딩에 관심있는 성인 누구나,,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=2&cultureIdx=7105&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=599d70d46f9145f7b989e184ec6ac194&thumb=Y,2023-10-04,기관,00:00.0,00:00.0,기타,37.49821257,126.8670887,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143577&menuNo=200011
249,교육/체험,중구,[중구문화재단] 2023 청소년 사진 아카데미,2023-10-07~2023-12-16,충무아트센터 지하 1층 까치실 ,중구문화재단,초등 4~6학년 ,,,,,https://www.caci.or.kr/caci/lctre/list.do?menuNo=200073,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=493b6bf6e6094c4eb98caa47fc41c8c7&thumb=Y,2023-09-13,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.56594097,127.0147909,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143306&menuNo=200011
250,교육/체험,구로구,[서울아트책보고] 세상의 모든 아트북,2023-10-07~2023-10-28,서울아트책보고 워크숍룸,서울아트책보고,누구나,무료,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureList.do?cultureTypeCdArr=EDUC,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5f20fe27ee99489492e3c7370970deaf&thumb=Y,2023-09-25,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.49821257,126.8670887,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143493&menuNo=200011
251,축제-기타,종로구,[돈의문박물관마을] 돈의문골목시장 10월,2023-10-07~2023-10-28,돈의문박물관마을 곳곳,돈의문박물관마을,시민 누구나,무료,,"돈의문박물관마을의 골목 구석구석에서 즐기는 도시여행자와 온 가족을 위한 살거리, 즐길거리 가득한 마켓",,https://dmvillage.info/market,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=110f19f5fdd54569b31dff76ed1b76bd&thumb=Y,2023-09-23,기관,00:00.0,00:00.0,기타,37.56882395,126.9685231,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143473&menuNo=200010
252,교육/체험,종로구,[서울공예박물관] 소장품 연계 프로그램 장인의 보물상자,2023-10-07~2023-10-21,서울공예박물관 교육동 4층 교육실,서울공예박물관,어린이?가족,무료,,"소장품 '화각함'을 주제로 화각함의 재료, 제작과정을 특별제작한 '공예상자'를 통해 알아보고 전통 기법을 활용한 아크릴 액자만들기를 진행하는 체험형 프로그램",,https://craftmuseum.seoul.go.kr/progrm/view/165,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8d3d2424e4124fa0a27b2b01e8d3a1e3&thumb=Y,2023-09-22,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.57664817,126.9835334,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143448&menuNo=200011
253,축제-시민화합,동작구,[동작문화재단] 2023 생활예술 활성화 지원사업 크크크 프로젝트 : 꿈트리 위크,2023-10-07~2023-10-21,"김영삼도서관 2층 야외 책마당, 3층 글:타래",동작문화재단,누구나,0,,,,https://www.idfac.or.kr/bbs/board.php?bo_table=gallery_info&wr_id=123,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=70bbd8848f844f3bb02399f19fd486c3&thumb=Y,2023-09-25,기관,00:00.0,00:00.0,기타,37.50547361,126.9499672,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143507&menuNo=200010
254,교육/체험,용산구,[용산역사박물관] 용산LAB: 도시역사편 [별별 용산],2023-10-07~2023-10-21,"용산역사박물관 교육실, 상설전시실",용산구청,초등학교 1~6학년 어린이,무료,,"특별한 용산의 유별난 이야기_시대별 용산의 생업, 산업, 직업군을 통해 본 용산 역사문화 체험",,http://museum.yongsan.go.kr/edus/view?id=839,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=61a0d9b243e14e49a8223edd47b59259&thumb=Y,2023-10-01,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.52566804,126.9657694,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143544&menuNo=200011
271,축제-자연/경관,마포구,2023 서울정원박람회,2023-10-06~2023-11-15,월드컵공원(하늘공원 일대),서울시청,시민 누구나,,,,,https://festival.seoul.go.kr/garden,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=310f4f9e3e164346bc6c3b58961341f0&thumb=Y,2023-10-06,기관,00:00.0,00:00.0,기타,37.56847477,126.8868296,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143615&menuNo=200010
272,연극,종로구,연극 [굿닥터],2023-10-06~2023-11-12,세종S씨어터,세종문화회관,13세 이상,"R석 45,000원 S석 35,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33870&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=91276ecb81e14fa9aa236ad032e5c9d3&thumb=Y,2023-09-05,기관,00:00.0,00:00.0,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143143&menuNo=200008
